tokens,ner_tags
Show the latest system load.,Show O the O latest B-FUNC system B-PARAM load I-PARAM . O
Show the average fault detection and rotation speed.,Show O the O average B-FUNC fault B-PARAM detection I-PARAM and O rotation B-PARAM speed I-PARAM . O
Identify the trend summary and tool wear and fault detection.,Identify O the O trend B-FUNC summary B-PARAM and O tool B-PARAM wear I-PARAM and O fault B-PARAM detection I-PARAM . O
Calculate the minimum fault detection and air pressure and summary.,Calculate O the O minimum B-FUNC fault B-PARAM detection I-PARAM and O air B-PARAM pressure I-PARAM and O summary B-PARAM . O
Find the average rotation speed.,Find O the O average B-FUNC rotation B-PARAM speed I-PARAM . O
Measure the maximum torque and rotation speed.,Measure O the O maximum B-FUNC torque B-PARAM and O rotation B-PARAM speed I-PARAM . O
Calculate the minimum torque.,Calculate O the O minimum B-FUNC torque B-PARAM . O
Find the latest fault detection.,Find O the O latest B-FUNC fault B-PARAM detection I-PARAM . O
Identify the trend power consumption and system load.,Identify O the O trend B-FUNC power B-PARAM consumption I-PARAM and O system B-PARAM load I-PARAM . O
Identify the average torque and summary.,Identify O the O average B-FUNC torque B-PARAM and O summary B-PARAM . O
Identify the maximum air pressure.,Identify O the O maximum B-FUNC air B-PARAM pressure I-PARAM . O
Show the trend torque and tool wear and power consumption.,Show O the O trend B-FUNC torque B-PARAM and O tool B-PARAM wear I-PARAM and O power B-PARAM consumption I-PARAM . O
Measure the minimum temperature and power consumption.,Measure O the O minimum B-FUNC temperature B-PARAM and O power B-PARAM consumption I-PARAM . O
Show the maximum summary and temperature and tool wear.,Show O the O maximum B-FUNC summary B-PARAM and O temperature B-PARAM and O tool B-PARAM wear I-PARAM . O
Find the minimum tool wear and summary.,Find O the O minimum B-FUNC tool B-PARAM wear I-PARAM and O summary B-PARAM . O
Calculate the minimum tool wear.,Calculate O the O minimum B-FUNC tool B-PARAM wear I-PARAM . O
Identify the maximum system load and air pressure.,Identify O the O maximum B-FUNC system B-PARAM load I-PARAM and O air B-PARAM pressure I-PARAM . O
Measure the average system load.,Measure O the O average B-FUNC system B-PARAM load I-PARAM . O
Calculate the average tool wear and rotation speed.,Calculate O the O average B-FUNC tool B-PARAM wear I-PARAM and O rotation B-PARAM speed I-PARAM . O
Identify the maximum air pressure and rotation speed and tool wear.,Identify O the O maximum B-FUNC air B-PARAM pressure I-PARAM and O rotation B-PARAM speed I-PARAM and O tool B-PARAM wear I-PARAM . O
Determine the maximum air pressure and temperature.,Determine O the O maximum B-FUNC air B-PARAM pressure I-PARAM and O temperature B-PARAM . O
Measure the minimum tool wear and fault detection.,Measure O the O minimum B-FUNC tool B-PARAM wear I-PARAM and O fault B-PARAM detection I-PARAM . O
Measure the latest power consumption and temperature.,Measure O the O latest B-FUNC power B-PARAM consumption I-PARAM and O temperature B-PARAM . O
Show the average torque and summary and tool wear.,Show O the O average B-FUNC torque B-PARAM and O summary B-PARAM and O tool B-PARAM wear I-PARAM . O
Determine the latest system load.,Determine O the O latest B-FUNC system B-PARAM load I-PARAM . O
Show the latest fault detection.,Show O the O latest B-FUNC fault B-PARAM detection I-PARAM . O
Calculate the minimum power consumption and torque.,Calculate O the O minimum B-FUNC power B-PARAM consumption I-PARAM and O torque B-PARAM . O
Calculate the maximum summary.,Calculate O the O maximum B-FUNC summary B-PARAM . O
Determine the latest summary and fault detection and air pressure.,Determine O the O latest B-FUNC summary B-PARAM and O fault B-PARAM detection I-PARAM and O air B-PARAM pressure I-PARAM . O
Identify the trend rotation speed and tool wear and power consumption.,Identify O the O trend B-FUNC rotation B-PARAM speed I-PARAM and O tool B-PARAM wear I-PARAM and O power B-PARAM consumption I-PARAM . O
Identify the trend tool wear.,Identify O the O trend B-FUNC tool B-PARAM wear I-PARAM . O
Measure the maximum summary and air pressure.,Measure O the O maximum B-FUNC summary B-PARAM and O air B-PARAM pressure I-PARAM . O
Measure the minimum temperature.,Measure O the O minimum B-FUNC temperature B-PARAM . O
Find the maximum fault detection and system load and torque.,Find O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O system B-PARAM load I-PARAM and O torque B-PARAM . O
Identify the minimum tool wear and torque.,Identify O the O minimum B-FUNC tool B-PARAM wear I-PARAM and O torque B-PARAM . O
Measure the maximum torque and air pressure.,Measure O the O maximum B-FUNC torque B-PARAM and O air B-PARAM pressure I-PARAM . O
Identify the maximum summary and torque.,Identify O the O maximum B-FUNC summary B-PARAM and O torque B-PARAM . O
Determine the minimum summary.,Determine O the O minimum B-FUNC summary B-PARAM . O
Determine the maximum system load and air pressure and temperature.,Determine O the O maximum B-FUNC system B-PARAM load I-PARAM and O air B-PARAM pressure I-PARAM and O temperature B-PARAM . O
Measure the trend temperature and fault detection.,Measure O the O trend B-FUNC temperature B-PARAM and O fault B-PARAM detection I-PARAM . O
Determine the latest temperature and power consumption and fault detection.,Determine O the O latest B-FUNC temperature B-PARAM and O power B-PARAM consumption I-PARAM and O fault B-PARAM detection I-PARAM . O
Show the minimum tool wear.,Show O the O minimum B-FUNC tool B-PARAM wear I-PARAM . O
Calculate the trend tool wear and summary and air pressure.,Calculate O the O trend B-FUNC tool B-PARAM wear I-PARAM and O summary B-PARAM and O air B-PARAM pressure I-PARAM . O
Find the maximum temperature.,Find O the O maximum B-FUNC temperature B-PARAM . O
Measure the trend rotation speed and fault detection and torque.,Measure O the O trend B-FUNC rotation B-PARAM speed I-PARAM and O fault B-PARAM detection I-PARAM and O torque B-PARAM . O
Measure the average rotation speed and temperature and fault detection.,Measure O the O average B-FUNC rotation B-PARAM speed I-PARAM and O temperature B-PARAM and O fault B-PARAM detection I-PARAM . O
Identify the minimum temperature and power consumption.,Identify O the O minimum B-FUNC temperature B-PARAM and O power B-PARAM consumption I-PARAM . O
Calculate the maximum rotation speed and fault detection and air pressure.,Calculate O the O maximum B-FUNC rotation B-PARAM speed I-PARAM and O fault B-PARAM detection I-PARAM and O air B-PARAM pressure I-PARAM . O
Calculate the minimum fault detection.,Calculate O the O minimum B-FUNC fault B-PARAM detection I-PARAM . O
Determine the trend system load and power consumption.,Determine O the O trend B-FUNC system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM . O
Calculate the trend tool wear.,Calculate O the O trend B-FUNC tool B-PARAM wear I-PARAM . O
Measure the maximum air pressure.,Measure O the O maximum B-FUNC air B-PARAM pressure I-PARAM . O
Show the average tool wear and air pressure.,Show O the O average B-FUNC tool B-PARAM wear I-PARAM and O air B-PARAM pressure I-PARAM . O
Show the trend power consumption and fault detection and rotation speed.,Show O the O trend B-FUNC power B-PARAM consumption I-PARAM and O fault B-PARAM detection I-PARAM and O rotation B-PARAM speed I-PARAM . O
Measure the minimum tool wear and summary.,Measure O the O minimum B-FUNC tool B-PARAM wear I-PARAM and O summary B-PARAM . O
Show the minimum torque.,Show O the O minimum B-FUNC torque B-PARAM . O
Measure the latest system load.,Measure O the O latest B-FUNC system B-PARAM load I-PARAM . O
Determine the maximum temperature.,Determine O the O maximum B-FUNC temperature B-PARAM . O
Show the maximum system load and fault detection.,Show O the O maximum B-FUNC system B-PARAM load I-PARAM and O fault B-PARAM detection I-PARAM . O
Determine the average system load and power consumption and torque.,Determine O the O average B-FUNC system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM and O torque B-PARAM . O
Identify the latest fault detection and summary.,Identify O the O latest B-FUNC fault B-PARAM detection I-PARAM and O summary B-PARAM . O
Measure the average tool wear.,Measure O the O average B-FUNC tool B-PARAM wear I-PARAM . O
Calculate the maximum temperature.,Calculate O the O maximum B-FUNC temperature B-PARAM . O
Identify the trend temperature.,Identify O the O trend B-FUNC temperature B-PARAM . O
Find the average summary.,Find O the O average B-FUNC summary B-PARAM . O
Show the maximum tool wear and torque and rotation speed.,Show O the O maximum B-FUNC tool B-PARAM wear I-PARAM and O torque B-PARAM and O rotation B-PARAM speed I-PARAM . O
Find the average torque and system load and fault detection.,Find O the O average B-FUNC torque B-PARAM and O system B-PARAM load I-PARAM and O fault B-PARAM detection I-PARAM . O
Find the average summary and temperature and system load.,Find O the O average B-FUNC summary B-PARAM and O temperature B-PARAM and O system B-PARAM load I-PARAM . O
Calculate the maximum fault detection.,Calculate O the O maximum B-FUNC fault B-PARAM detection I-PARAM . O
Determine the average summary and system load and rotation speed.,Determine O the O average B-FUNC summary B-PARAM and O system B-PARAM load I-PARAM and O rotation B-PARAM speed I-PARAM . O
Calculate the minimum power consumption.,Calculate O the O minimum B-FUNC power B-PARAM consumption I-PARAM . O
Find the latest tool wear and torque.,Find O the O latest B-FUNC tool B-PARAM wear I-PARAM and O torque B-PARAM . O
Determine the latest power consumption.,Determine O the O latest B-FUNC power B-PARAM consumption I-PARAM . O
Determine the maximum tool wear.,Determine O the O maximum B-FUNC tool B-PARAM wear I-PARAM . O
Show the trend system load.,Show O the O trend B-FUNC system B-PARAM load I-PARAM . O
Determine the latest fault detection.,Determine O the O latest B-FUNC fault B-PARAM detection I-PARAM . O
Measure the maximum power consumption and summary.,Measure O the O maximum B-FUNC power B-PARAM consumption I-PARAM and O summary B-PARAM . O
Measure the trend tool wear.,Measure O the O trend B-FUNC tool B-PARAM wear I-PARAM . O
Calculate the average rotation speed.,Calculate O the O average B-FUNC rotation B-PARAM speed I-PARAM . O
Measure the minimum temperature and system load and power consumption.,Measure O the O minimum B-FUNC temperature B-PARAM and O system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM . O
Calculate the latest rotation speed and temperature.,Calculate O the O latest B-FUNC rotation B-PARAM speed I-PARAM and O temperature B-PARAM . O
Show the minimum summary and system load and tool wear.,Show O the O minimum B-FUNC summary B-PARAM and O system B-PARAM load I-PARAM and O tool B-PARAM wear I-PARAM . O
Determine the minimum summary and rotation speed and torque.,Determine O the O minimum B-FUNC summary B-PARAM and O rotation B-PARAM speed I-PARAM and O torque B-PARAM . O
Find the average summary and torque and system load.,Find O the O average B-FUNC summary B-PARAM and O torque B-PARAM and O system B-PARAM load I-PARAM . O
Determine the minimum fault detection and air pressure and temperature.,Determine O the O minimum B-FUNC fault B-PARAM detection I-PARAM and O air B-PARAM pressure I-PARAM and O temperature B-PARAM . O
Calculate the minimum temperature and system load and air pressure.,Calculate O the O minimum B-FUNC temperature B-PARAM and O system B-PARAM load I-PARAM and O air B-PARAM pressure I-PARAM . O
Determine the maximum power consumption and temperature.,Determine O the O maximum B-FUNC power B-PARAM consumption I-PARAM and O temperature B-PARAM . O
Identify the maximum air pressure and temperature and summary.,Identify O the O maximum B-FUNC air B-PARAM pressure I-PARAM and O temperature B-PARAM and O summary B-PARAM . O
Calculate the average summary.,Calculate O the O average B-FUNC summary B-PARAM . O
Show the maximum summary.,Show O the O maximum B-FUNC summary B-PARAM . O
Measure the maximum torque and tool wear and summary.,Measure O the O maximum B-FUNC torque B-PARAM and O tool B-PARAM wear I-PARAM and O summary B-PARAM . O
Determine the latest fault detection and rotation speed.,Determine O the O latest B-FUNC fault B-PARAM detection I-PARAM and O rotation B-PARAM speed I-PARAM . O
Identify the trend summary and power consumption and air pressure.,Identify O the O trend B-FUNC summary B-PARAM and O power B-PARAM consumption I-PARAM and O air B-PARAM pressure I-PARAM . O
Find the latest rotation speed.,Find O the O latest B-FUNC rotation B-PARAM speed I-PARAM . O
Find the latest air pressure.,Find O the O latest B-FUNC air B-PARAM pressure I-PARAM . O
Calculate the minimum tool wear and torque and fault detection.,Calculate O the O minimum B-FUNC tool B-PARAM wear I-PARAM and O torque B-PARAM and O fault B-PARAM detection I-PARAM . O
Determine the maximum summary and fault detection and system load.,Determine O the O maximum B-FUNC summary B-PARAM and O fault B-PARAM detection I-PARAM and O system B-PARAM load I-PARAM . O
Identify the average tool wear and system load and summary.,Identify O the O average B-FUNC tool B-PARAM wear I-PARAM and O system B-PARAM load I-PARAM and O summary B-PARAM . O
Find the minimum system load.,Find O the O minimum B-FUNC system B-PARAM load I-PARAM . O
Determine the maximum system load.,Determine O the O maximum B-FUNC system B-PARAM load I-PARAM . O
Identify the average fault detection and tool wear.,Identify O the O average B-FUNC fault B-PARAM detection I-PARAM and O tool B-PARAM wear I-PARAM . O
Find the trend summary and torque.,Find O the O trend B-FUNC summary B-PARAM and O torque B-PARAM . O
Identify the maximum temperature and system load and rotation speed.,Identify O the O maximum B-FUNC temperature B-PARAM and O system B-PARAM load I-PARAM and O rotation B-PARAM speed I-PARAM . O
Measure the average power consumption.,Measure O the O average B-FUNC power B-PARAM consumption I-PARAM . O
Calculate the minimum tool wear and power consumption and torque.,Calculate O the O minimum B-FUNC tool B-PARAM wear I-PARAM and O power B-PARAM consumption I-PARAM and O torque B-PARAM . O
Calculate the latest fault detection and air pressure and tool wear.,Calculate O the O latest B-FUNC fault B-PARAM detection I-PARAM and O air B-PARAM pressure I-PARAM and O tool B-PARAM wear I-PARAM . O
Identify the minimum power consumption.,Identify O the O minimum B-FUNC power B-PARAM consumption I-PARAM . O
Show the maximum fault detection and torque.,Show O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O torque B-PARAM . O
Determine the maximum rotation speed and fault detection.,Determine O the O maximum B-FUNC rotation B-PARAM speed I-PARAM and O fault B-PARAM detection I-PARAM . O
Identify the minimum fault detection and rotation speed.,Identify O the O minimum B-FUNC fault B-PARAM detection I-PARAM and O rotation B-PARAM speed I-PARAM . O
Calculate the trend fault detection.,Calculate O the O trend B-FUNC fault B-PARAM detection I-PARAM . O
Calculate the latest summary.,Calculate O the O latest B-FUNC summary B-PARAM . O
Show the trend tool wear and air pressure.,Show O the O trend B-FUNC tool B-PARAM wear I-PARAM and O air B-PARAM pressure I-PARAM . O
Show the average power consumption.,Show O the O average B-FUNC power B-PARAM consumption I-PARAM . O
Show the trend system load and power consumption.,Show O the O trend B-FUNC system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM . O
Determine the trend power consumption and torque and fault detection.,Determine O the O trend B-FUNC power B-PARAM consumption I-PARAM and O torque B-PARAM and O fault B-PARAM detection I-PARAM . O
Calculate the trend air pressure.,Calculate O the O trend B-FUNC air B-PARAM pressure I-PARAM . O
Identify the maximum system load.,Identify O the O maximum B-FUNC system B-PARAM load I-PARAM . O
Show the minimum power consumption.,Show O the O minimum B-FUNC power B-PARAM consumption I-PARAM . O
Identify the maximum rotation speed.,Identify O the O maximum B-FUNC rotation B-PARAM speed I-PARAM . O
Measure the trend tool wear and temperature and rotation speed.,Measure O the O trend B-FUNC tool B-PARAM wear I-PARAM and O temperature B-PARAM and O rotation B-PARAM speed I-PARAM . O
Measure the trend system load.,Measure O the O trend B-FUNC system B-PARAM load I-PARAM . O
Show the trend torque.,Show O the O trend B-FUNC torque B-PARAM . O
Identify the minimum temperature and fault detection and tool wear.,Identify O the O minimum B-FUNC temperature B-PARAM and O fault B-PARAM detection I-PARAM and O tool B-PARAM wear I-PARAM . O
Identify the average summary.,Identify O the O average B-FUNC summary B-PARAM . O
Show the trend power consumption.,Show O the O trend B-FUNC power B-PARAM consumption I-PARAM . O
Determine the average summary.,Determine O the O average B-FUNC summary B-PARAM . O
Find the average torque and fault detection and summary.,Find O the O average B-FUNC torque B-PARAM and O fault B-PARAM detection I-PARAM and O summary B-PARAM . O
Measure the latest tool wear.,Measure O the O latest B-FUNC tool B-PARAM wear I-PARAM . O
Identify the trend air pressure and power consumption.,Identify O the O trend B-FUNC air B-PARAM pressure I-PARAM and O power B-PARAM consumption I-PARAM . O
Find the minimum air pressure and summary.,Find O the O minimum B-FUNC air B-PARAM pressure I-PARAM and O summary B-PARAM . O
Identify the latest rotation speed.,Identify O the O latest B-FUNC rotation B-PARAM speed I-PARAM . O
Find the latest system load and temperature.,Find O the O latest B-FUNC system B-PARAM load I-PARAM and O temperature B-PARAM . O
Find the maximum system load and tool wear and rotation speed.,Find O the O maximum B-FUNC system B-PARAM load I-PARAM and O tool B-PARAM wear I-PARAM and O rotation B-PARAM speed I-PARAM . O
Show the latest fault detection and system load and air pressure.,Show O the O latest B-FUNC fault B-PARAM detection I-PARAM and O system B-PARAM load I-PARAM and O air B-PARAM pressure I-PARAM . O
Find the minimum summary and air pressure and power consumption.,Find O the O minimum B-FUNC summary B-PARAM and O air B-PARAM pressure I-PARAM and O power B-PARAM consumption I-PARAM . O
Measure the maximum fault detection and temperature and power consumption.,Measure O the O maximum B-FUNC fault B-PARAM detection I-PARAM and O temperature B-PARAM and O power B-PARAM consumption I-PARAM . O
Determine the latest temperature.,Determine O the O latest B-FUNC temperature B-PARAM . O
Find the trend rotation speed and summary and system load.,Find O the O trend B-FUNC rotation B-PARAM speed I-PARAM and O summary B-PARAM and O system B-PARAM load I-PARAM . O
Identify the average torque and tool wear and system load.,Identify O the O average B-FUNC torque B-PARAM and O tool B-PARAM wear I-PARAM and O system B-PARAM load I-PARAM . O
Identify the average temperature and tool wear and fault detection.,Identify O the O average B-FUNC temperature B-PARAM and O tool B-PARAM wear I-PARAM and O fault B-PARAM detection I-PARAM . O
Show the trend fault detection.,Show O the O trend B-FUNC fault B-PARAM detection I-PARAM . O
Measure the latest rotation speed and power consumption and summary.,Measure O the O latest B-FUNC rotation B-PARAM speed I-PARAM and O power B-PARAM consumption I-PARAM and O summary B-PARAM . O
Find the latest air pressure.,Find O the O latest B-FUNC air B-PARAM pressure I-PARAM . O
Determine the latest temperature and system load.,Determine O the O latest B-FUNC temperature B-PARAM and O system B-PARAM load I-PARAM . O
Calculate the minimum summary and rotation speed and temperature.,Calculate O the O minimum B-FUNC summary B-PARAM and O rotation B-PARAM speed I-PARAM and O temperature B-PARAM . O
Identify the average summary and air pressure and fault detection.,Identify O the O average B-FUNC summary B-PARAM and O air B-PARAM pressure I-PARAM and O fault B-PARAM detection I-PARAM . O
Show the trend tool wear.,Show O the O trend B-FUNC tool B-PARAM wear I-PARAM . O
Measure the average air pressure.,Measure O the O average B-FUNC air B-PARAM pressure I-PARAM . O
Determine the minimum rotation speed and torque.,Determine O the O minimum B-FUNC rotation B-PARAM speed I-PARAM and O torque B-PARAM . O
Find the average fault detection and torque and rotation speed.,Find O the O average B-FUNC fault B-PARAM detection I-PARAM and O torque B-PARAM and O rotation B-PARAM speed I-PARAM . O
Determine the minimum rotation speed.,Determine O the O minimum B-FUNC rotation B-PARAM speed I-PARAM . O
Find the maximum system load.,Find O the O maximum B-FUNC system B-PARAM load I-PARAM . O
Measure the maximum system load and fault detection.,Measure O the O maximum B-FUNC system B-PARAM load I-PARAM and O fault B-PARAM detection I-PARAM . O
Identify the average system load and power consumption and fault detection.,Identify O the O average B-FUNC system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM and O fault B-PARAM detection I-PARAM . O
Determine the minimum fault detection and power consumption.,Determine O the O minimum B-FUNC fault B-PARAM detection I-PARAM and O power B-PARAM consumption I-PARAM . O
Find the maximum air pressure and tool wear and summary.,Find O the O maximum B-FUNC air B-PARAM pressure I-PARAM and O tool B-PARAM wear I-PARAM and O summary B-PARAM . O
Calculate the average summary.,Calculate O the O average B-FUNC summary B-PARAM . O
Find the trend fault detection.,Find O the O trend B-FUNC fault B-PARAM detection I-PARAM . O
Find the maximum summary.,Find O the O maximum B-FUNC summary B-PARAM . O
Identify the trend power consumption and summary and rotation speed.,Identify O the O trend B-FUNC power B-PARAM consumption I-PARAM and O summary B-PARAM and O rotation B-PARAM speed I-PARAM . O
Identify the latest power consumption and tool wear.,Identify O the O latest B-FUNC power B-PARAM consumption I-PARAM and O tool B-PARAM wear I-PARAM . O
Determine the maximum torque.,Determine O the O maximum B-FUNC torque B-PARAM . O
Determine the trend rotation speed.,Determine O the O trend B-FUNC rotation B-PARAM speed I-PARAM . O
Identify the trend summary.,Identify O the O trend B-FUNC summary B-PARAM . O
Find the maximum torque and system load.,Find O the O maximum B-FUNC torque B-PARAM and O system B-PARAM load I-PARAM . O
Show the maximum temperature and tool wear and power consumption.,Show O the O maximum B-FUNC temperature B-PARAM and O tool B-PARAM wear I-PARAM and O power B-PARAM consumption I-PARAM . O
Show the minimum torque.,Show O the O minimum B-FUNC torque B-PARAM . O
Calculate the average system load.,Calculate O the O average B-FUNC system B-PARAM load I-PARAM . O
Calculate the maximum temperature and system load and tool wear.,Calculate O the O maximum B-FUNC temperature B-PARAM and O system B-PARAM load I-PARAM and O tool B-PARAM wear I-PARAM . O
Identify the latest rotation speed and temperature and torque.,Identify O the O latest B-FUNC rotation B-PARAM speed I-PARAM and O temperature B-PARAM and O torque B-PARAM . O
Calculate the minimum rotation speed.,Calculate O the O minimum B-FUNC rotation B-PARAM speed I-PARAM . O
Find the minimum torque.,Find O the O minimum B-FUNC torque B-PARAM . O
Identify the trend rotation speed and torque and summary.,Identify O the O trend B-FUNC rotation B-PARAM speed I-PARAM and O torque B-PARAM and O summary B-PARAM . O
Show the average air pressure.,Show O the O average B-FUNC air B-PARAM pressure I-PARAM . O
Identify the trend system load.,Identify O the O trend B-FUNC system B-PARAM load I-PARAM . O
Calculate the latest power consumption and temperature.,Calculate O the O latest B-FUNC power B-PARAM consumption I-PARAM and O temperature B-PARAM . O
Determine the latest rotation speed and system load and tool wear.,Determine O the O latest B-FUNC rotation B-PARAM speed I-PARAM and O system B-PARAM load I-PARAM and O tool B-PARAM wear I-PARAM . O
Determine the minimum tool wear and rotation speed.,Determine O the O minimum B-FUNC tool B-PARAM wear I-PARAM and O rotation B-PARAM speed I-PARAM . O
Determine the average torque and tool wear and air pressure.,Determine O the O average B-FUNC torque B-PARAM and O tool B-PARAM wear I-PARAM and O air B-PARAM pressure I-PARAM . O
Identify the trend air pressure and fault detection.,Identify O the O trend B-FUNC air B-PARAM pressure I-PARAM and O fault B-PARAM detection I-PARAM . O
Find the minimum summary.,Find O the O minimum B-FUNC summary B-PARAM . O
Find the maximum tool wear and torque.,Find O the O maximum B-FUNC tool B-PARAM wear I-PARAM and O torque B-PARAM . O
Measure the trend tool wear and system load.,Measure O the O trend B-FUNC tool B-PARAM wear I-PARAM and O system B-PARAM load I-PARAM . O
Calculate the average air pressure and torque and summary.,Calculate O the O average B-FUNC air B-PARAM pressure I-PARAM and O torque B-PARAM and O summary B-PARAM . O
Measure the average rotation speed and tool wear.,Measure O the O average B-FUNC rotation B-PARAM speed I-PARAM and O tool B-PARAM wear I-PARAM . O
Determine the trend system load and torque.,Determine O the O trend B-FUNC system B-PARAM load I-PARAM and O torque B-PARAM . O
Measure the maximum rotation speed and system load.,Measure O the O maximum B-FUNC rotation B-PARAM speed I-PARAM and O system B-PARAM load I-PARAM . O
Calculate the trend fault detection.,Calculate O the O trend B-FUNC fault B-PARAM detection I-PARAM . O
Measure the maximum torque and power consumption and system load.,Measure O the O maximum B-FUNC torque B-PARAM and O power B-PARAM consumption I-PARAM and O system B-PARAM load I-PARAM . O
Measure the average rotation speed.,Measure O the O average B-FUNC rotation B-PARAM speed I-PARAM . O
Calculate the trend summary and torque.,Calculate O the O trend B-FUNC summary B-PARAM and O torque B-PARAM . O
Identify the maximum fault detection.,Identify O the O maximum B-FUNC fault B-PARAM detection I-PARAM . O
Measure the minimum tool wear and summary.,Measure O the O minimum B-FUNC tool B-PARAM wear I-PARAM and O summary B-PARAM . O
Measure the maximum torque and rotation speed and power consumption.,Measure O the O maximum B-FUNC torque B-PARAM and O rotation B-PARAM speed I-PARAM and O power B-PARAM consumption I-PARAM . O
Calculate the latest air pressure.,Calculate O the O latest B-FUNC air B-PARAM pressure I-PARAM . O
Measure the maximum rotation speed and system load.,Measure O the O maximum B-FUNC rotation B-PARAM speed I-PARAM and O system B-PARAM load I-PARAM . O
Identify the minimum summary and rotation speed.,Identify O the O minimum B-FUNC summary B-PARAM and O rotation B-PARAM speed I-PARAM . O
Show the latest system load and torque.,Show O the O latest B-FUNC system B-PARAM load I-PARAM and O torque B-PARAM . O
Identify the latest tool wear and air pressure.,Identify O the O latest B-FUNC tool B-PARAM wear I-PARAM and O air B-PARAM pressure I-PARAM . O
Measure the latest tool wear.,Measure O the O latest B-FUNC tool B-PARAM wear I-PARAM . O
Show the average temperature.,Show O the O average B-FUNC temperature B-PARAM . O
Calculate the average temperature.,Calculate O the O average B-FUNC temperature B-PARAM . O
Determine the minimum temperature and system load.,Determine O the O minimum B-FUNC temperature B-PARAM and O system B-PARAM load I-PARAM . O
Determine the average air pressure and summary and tool wear.,Determine O the O average B-FUNC air B-PARAM pressure I-PARAM and O summary B-PARAM and O tool B-PARAM wear I-PARAM . O
Measure the trend power consumption.,Measure O the O trend B-FUNC power B-PARAM consumption I-PARAM . O
Identify the maximum air pressure and system load and torque.,Identify O the O maximum B-FUNC air B-PARAM pressure I-PARAM and O system B-PARAM load I-PARAM and O torque B-PARAM . O
Measure the minimum power consumption and air pressure and fault detection.,Measure O the O minimum B-FUNC power B-PARAM consumption I-PARAM and O air B-PARAM pressure I-PARAM and O fault B-PARAM detection I-PARAM . O
Determine the trend summary.,Determine O the O trend B-FUNC summary B-PARAM . O
Show the latest temperature and tool wear.,Show O the O latest B-FUNC temperature B-PARAM and O tool B-PARAM wear I-PARAM . O
Show the average summary.,Show O the O average B-FUNC summary B-PARAM . O
Find the average summary and tool wear.,Find O the O average B-FUNC summary B-PARAM and O tool B-PARAM wear I-PARAM . O
Measure the minimum fault detection.,Measure O the O minimum B-FUNC fault B-PARAM detection I-PARAM . O
Determine the minimum air pressure.,Determine O the O minimum B-FUNC air B-PARAM pressure I-PARAM . O
Show the average fault detection and temperature.,Show O the O average B-FUNC fault B-PARAM detection I-PARAM and O temperature B-PARAM . O
Show the latest torque and fault detection.,Show O the O latest B-FUNC torque B-PARAM and O fault B-PARAM detection I-PARAM . O
Find the maximum system load and tool wear and temperature.,Find O the O maximum B-FUNC system B-PARAM load I-PARAM and O tool B-PARAM wear I-PARAM and O temperature B-PARAM . O
Find the average power consumption and fault detection and tool wear.,Find O the O average B-FUNC power B-PARAM consumption I-PARAM and O fault B-PARAM detection I-PARAM and O tool B-PARAM wear I-PARAM . O
Identify the minimum system load.,Identify O the O minimum B-FUNC system B-PARAM load I-PARAM . O
Show the average fault detection and rotation speed.,Show O the O average B-FUNC fault B-PARAM detection I-PARAM and O rotation B-PARAM speed I-PARAM . O
Find the average rotation speed.,Find O the O average B-FUNC rotation B-PARAM speed I-PARAM . O
Show the trend summary and temperature.,Show O the O trend B-FUNC summary B-PARAM and O temperature B-PARAM . O
Identify the trend rotation speed.,Identify O the O trend B-FUNC rotation B-PARAM speed I-PARAM . O
Find the maximum system load and tool wear and fault detection.,Find O the O maximum B-FUNC system B-PARAM load I-PARAM and O tool B-PARAM wear I-PARAM and O fault B-PARAM detection I-PARAM . O
Calculate the maximum power consumption and system load and summary.,Calculate O the O maximum B-FUNC power B-PARAM consumption I-PARAM and O system B-PARAM load I-PARAM and O summary B-PARAM . O
Measure the trend torque and tool wear.,Measure O the O trend B-FUNC torque B-PARAM and O tool B-PARAM wear I-PARAM . O
Determine the latest system load and rotation speed and summary.,Determine O the O latest B-FUNC system B-PARAM load I-PARAM and O rotation B-PARAM speed I-PARAM and O summary B-PARAM . O
Measure the latest power consumption.,Measure O the O latest B-FUNC power B-PARAM consumption I-PARAM . O
Identify the latest fault detection and power consumption.,Identify O the O latest B-FUNC fault B-PARAM detection I-PARAM and O power B-PARAM consumption I-PARAM . O
Show the trend air pressure and system load and fault detection.,Show O the O trend B-FUNC air B-PARAM pressure I-PARAM and O system B-PARAM load I-PARAM and O fault B-PARAM detection I-PARAM . O
Measure the maximum summary and rotation speed and tool wear.,Measure O the O maximum B-FUNC summary B-PARAM and O rotation B-PARAM speed I-PARAM and O tool B-PARAM wear I-PARAM . O
Identify the trend system load and power consumption and fault detection.,Identify O the O trend B-FUNC system B-PARAM load I-PARAM and O power B-PARAM consumption I-PARAM and O fault B-PARAM detection I-PARAM . O
Measure the trend torque.,Measure O the O trend B-FUNC torque B-PARAM . O
